id,client_id,device_id,field,value,created_at,updated_at
636,52,52,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
637,52,52,connectedDevices5gRatio,16.666666666666664,2024-12-20 14:47:27,2024-12-20 14:47:27
638,52,52,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
639,52,52,protocolCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
640,52,52,massiveEventCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
641,28,28,cpuUsage,83.3342203159454,2024-12-20 14:47:27,2024-12-20 14:47:27
642,28,28,memoryUsage,92.87956650016935,2024-12-20 14:47:27,2024-12-20 14:47:27
643,28,28,rxPower,-17.5,2024-12-20 14:47:27,2024-12-20 14:47:27
644,28,28,temperature,76.75877076216172,2024-12-20 14:47:27,2024-12-20 14:47:27
645,28,28,totalConnectedDevices,10,2024-12-20 14:47:27,2024-12-20 14:47:27
646,28,28,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
647,28,28,connectedDevices5gRatio,65.0,2024-12-20 14:47:27,2024-12-20 14:47:27
648,28,28,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
649,28,28,protocolCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
650,28,28,massiveEventCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
651,53,53,cpuUsage,83.3342203159454,2024-12-20 14:47:27,2024-12-20 14:47:27
652,53,53,memoryUsage,92.87956650016935,2024-12-20 14:47:27,2024-12-20 14:47:27
653,53,53,rxPower,-17.5,2024-12-20 14:47:27,2024-12-20 14:47:27
654,53,53,temperature,76.75877076216172,2024-12-20 14:47:27,2024-12-20 14:47:27
655,53,53,totalConnectedDevices,10,2024-12-20 14:47:27,2024-12-20 14:47:27
656,53,53,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
657,53,53,connectedDevices5gRatio,65.0,2024-12-20 14:47:27,2024-12-20 14:47:27
658,53,53,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
659,53,53,protocolCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
660,53,53,massiveEventCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
661,29,29,cpuUsage,43.302419902646555,2024-12-20 14:47:27,2024-12-20 14:47:27
662,29,29,memoryUsage,63.709036781226374,2024-12-20 14:47:27,2024-12-20 14:47:27
663,29,29,rxPower,-17.5,2024-12-20 14:47:27,2024-12-20 14:47:27
664,29,29,temperature,58.574693325989884,2024-12-20 14:47:27,2024-12-20 14:47:27
665,29,29,totalConnectedDevices,10,2024-12-20 14:47:27,2024-12-20 14:47:27
666,29,29,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
667,29,29,connectedDevices5gRatio,65.0,2024-12-20 14:47:27,2024-12-20 14:47:27
668,29,29,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
669,29,29,protocolCount,2,2024-12-20 14:47:27,2024-12-20 14:47:27
670,29,29,massiveEventCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
671,54,54,cpuUsage,43.302419902646555,2024-12-20 14:47:27,2024-12-20 14:47:27
672,54,54,memoryUsage,63.709036781226374,2024-12-20 14:47:27,2024-12-20 14:47:27
673,54,54,rxPower,-17.5,2024-12-20 14:47:27,2024-12-20 14:47:27
674,54,54,temperature,58.574693325989884,2024-12-20 14:47:27,2024-12-20 14:47:27
675,54,54,totalConnectedDevices,10,2024-12-20 14:47:27,2024-12-20 14:47:27
676,54,54,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
677,54,54,connectedDevices5gRatio,65.0,2024-12-20 14:47:27,2024-12-20 14:47:27
678,54,54,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
679,54,54,protocolCount,2,2024-12-20 14:47:27,2024-12-20 14:47:27
680,54,54,massiveEventCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
681,30,30,cpuUsage,40.2634485738561,2024-12-20 14:47:27,2024-12-20 14:47:27
682,30,30,memoryUsage,56.57862725469078,2024-12-20 14:47:27,2024-12-20 14:47:27
683,30,30,rxPower,-17.5,2024-12-20 14:47:27,2024-12-20 14:47:27
684,30,30,temperature,52.942568524909866,2024-12-20 14:47:27,2024-12-20 14:47:27
685,30,30,totalConnectedDevices,10,2024-12-20 14:47:27,2024-12-20 14:47:27
686,30,30,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
687,30,30,connectedDevices5gRatio,65.0,2024-12-20 14:47:27,2024-12-20 14:47:27
688,30,30,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
689,30,30,protocolCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
690,30,30,massiveEventCount,2,2024-12-20 14:47:27,2024-12-20 14:47:27
691,55,55,cpuUsage,40.2634485738561,2024-12-20 14:47:27,2024-12-20 14:47:27
692,55,55,memoryUsage,56.57862725469078,2024-12-20 14:47:27,2024-12-20 14:47:27
693,55,55,rxPower,-17.5,2024-12-20 14:47:27,2024-12-20 14:47:27
694,55,55,temperature,52.942568524909866,2024-12-20 14:47:27,2024-12-20 14:47:27
695,55,55,totalConnectedDevices,10,2024-12-20 14:47:27,2024-12-20 14:47:27
696,55,55,averageWorstRssi,-60,2024-12-20 14:47:27,2024-12-20 14:47:27
697,55,55,connectedDevices5gRatio,65.0,2024-12-20 14:47:27,2024-12-20 14:47:27
698,55,55,rebootCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
699,55,55,protocolCount,0,2024-12-20 14:47:27,2024-12-20 14:47:27
700,55,55,massiveEventCount,2,2024-12-20 14:47:27,2024-12-20 14:47:27
